,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.8710139706703138,0.7306260627504899,0.9502331218510053,0.9099469026548672,0.7382233958995152,0.9082557949309054,0.008794219909275846,0.014547828243362006,0.0017116527650563936,0.0028371631730285084,0.008948469821899629,0.004129138502609121,BitcoinAlpha,64,neural
