,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.891793654653308,0.7854481344429742,0.9468636221935656,0.9084903465922306,0.8086130537157622,0.9045650725680426,0.005382069226045324,0.007064130197219821,0.0012313273571121957,0.002253339109246326,0.0075267930319600175,0.0022922123944118258,BitcoinOTC,64,spring
