,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.9037214027296345,0.8134517480268384,0.9406557574923337,0.8997906489881368,0.8093389592510422,0.9004481600987756,0.006744164851623789,0.005645167902337257,0.002500762525720686,0.00402466224775663,0.006723577487866387,0.0038303542079067116,BitcoinOTC,64,neural
