,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.8502589746190111,0.7039846880615991,0.9542392926610818,0.9162477876106194,0.7299550758475346,0.9105197487671906,0.011539851601462777,0.015408936321844853,0.0018309120702820873,0.0032872741284938525,0.01389126772954374,0.004019059849225148,BitcoinAlpha,64,spring
