,loss,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,dt,damping,iterations
0,0.08813820441513008,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
1,0.08476189199287461,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
2,0.08187012940774611,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
3,0.07973064916914223,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
4,0.07812653745254487,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
5,0.07705247485872263,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
6,0.07643965179953732,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
7,0.07601158373074493,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
8,0.07561105795837117,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
9,0.07524607340118927,0.8483727313089457,0.7150781157736907,0.9491921354876387,0.9075779036827195,0.7192144630471462,0.9066820983014003,0.01,0.05,120.0
10,0.07487227337617379,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
11,0.0744162717099904,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
12,0.0737974069967723,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
13,0.07311442465657761,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
14,0.0723676820370171,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
15,0.07158294572888302,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
16,0.0708210567031241,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
17,0.07012264968341009,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
18,0.06949748585481583,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
19,0.06893926049294656,0.8378710891660426,0.6839857805523042,0.932807881773399,0.8792492917847026,0.6688472218640119,0.8840162867051625,0.01,0.05,120.0
20,0.06844148554012272,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
21,0.06798940958215154,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
22,0.06756906081523507,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
23,0.06717568602891652,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
24,0.06681611143998838,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
25,0.06649549333850893,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
26,0.06620871513562594,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
27,0.06596033689690756,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
28,0.06578403542228609,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
29,0.0656531586233589,0.8646446707716502,0.6711027695932239,0.9594053744997141,0.9245750708215298,0.7141166523371388,0.9140651786892099,0.01,0.05,120.0
30,0.06548918564952975,0.8759116995020504,0.6544817719895417,0.9601518026565465,0.9256373937677054,0.7022981235504955,0.9124890475243373,0.01,0.05,120.0
31,0.06530959362605582,0.8759116995020504,0.6544817719895417,0.9601518026565465,0.9256373937677054,0.7022981235504955,0.9124890475243373,0.01,0.05,120.0
32,0.06515934608334284,0.8759116995020504,0.6544817719895417,0.9601518026565465,0.9256373937677054,0.7022981235504955,0.9124890475243373,0.01,0.05,120.0
33,0.0649962794662072,0.8759116995020504,0.6544817719895417,0.9601518026565465,0.9256373937677054,0.7022981235504955,0.9124890475243373,0.01,0.05,120.0
