,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.8700899302537962,0.751791788104029,0.9028566037310759,0.8461159961729464,0.7664295315350947,0.8411857027831502,0.0005693857518361097,0.0014880088576743292,0.000711237991174003,0.0010436678678683307,0.0012597372772973848,0.0011770052923689876,Slashdot,64,spring
