,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.9237704098607906,0.800591283928355,0.943570819647855,0.9048719787404564,0.8204035707844355,0.901563254722961,0.0007798905901293313,0.0016580388428916687,0.00044903083869603585,0.0007209015551145848,0.0012119440616318348,0.0008052836482555188,Epinions,64,spring
