,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.9358889773327659,0.8330745936504883,0.944369098070224,0.9074928642735619,0.8349831770801913,0.9072268905595251,0.00046309623778695877,0.0006208968740485334,0.00043493629495912394,0.0006637351577337225,0.000802818593586958,0.0006167417596624681,Epinions,64,neural
