,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,mean_velocity,mean_acceleration,iterations
0,0.5422126559550915,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,5.799996199351277,586.8215331896935,2
1,0.531945443434338,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,10.430046380932234,517.075289090099,4
2,0.5074536663980661,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,13.655550304200034,442.85263218625107,6
3,0.52896965534398,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,15.805475445683351,383.4000089729947,8
4,0.5637651493437312,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,16.945445979810806,348.55909861839984,10
5,0.6046109167211979,0.5,0.9455020530048526,0.8966371681415929,0.4727510265024263,0.8477722832783333,17.378709996424845,343.18364349835207,12
6,0.656502658064237,0.4996052112120016,0.9451082897684839,0.895929203539823,0.47255414488424197,0.8474192205251574,17.707613736053165,326.86465630908515,14
7,0.6713680783520544,0.5061929111076259,0.944017974162142,0.8941592920353982,0.48819021685453373,0.8497866784921798,17.792419407949687,305.24053818652146,16
8,0.6690885787062826,0.5177202029106209,0.9432544156332205,0.8930973451327434,0.5112613541580737,0.8539503632787123,17.56883841450017,295.9553160102811,18
9,0.6972713605070603,0.5631682341043432,0.9426073736221969,0.8930973451327434,0.5821284290791398,0.8680871245555968,17.34168495085149,279.56870553689964,20
10,0.7213440124601831,0.5810216106300937,0.9388537473643856,0.8870796460176991,0.6010665965459342,0.8690244744164297,17.013359441841573,261.4077730155292,22
11,0.7318167314733193,0.5912313624539638,0.9382810997885022,0.8863716814159293,0.6116795253953646,0.8707641725511244,16.451716165819587,257.3223329479658,24
12,0.75570821322921,0.6094795277677127,0.934858472276076,0.8810619469026548,0.6259658215038917,0.87100243402795,15.969719003614156,254.10565146519528,26
13,0.7801134612160576,0.639052858433067,0.9352068696330992,0.8824778761061947,0.6520140812043823,0.8766636524853574,15.612739080926952,239.62010353351974,28
14,0.7923992342179126,0.6351691913319525,0.932733672272194,0.8782300884955753,0.6454713137480372,0.8733491705454303,15.15556567955846,226.07700018339895,30
15,0.8056030263535037,0.643730835167569,0.9336465061655901,0.88,0.6535145654672683,0.8757360447964503,14.724980240899058,212.35524027532563,32
16,0.8094846654300223,0.6723814146417968,0.9346456692913386,0.8824778761061947,0.6760947644702308,0.8811965618876123,14.20764204738766,200.62534262601997,34
17,0.8071821815054974,0.6796944713345483,0.9325953745799566,0.8792920353982301,0.6778036094557989,0.8799233778250866,13.584125898235785,199.47590222785144,36
18,0.8100579203824583,0.6720603107474488,0.9260437375745527,0.8683185840707964,0.6630218687872764,0.8716703671774662,13.059660847652193,193.92802632692036,38
19,0.8149130112650006,0.6787811842582027,0.9232920495405513,0.864070796460177,0.6635093788075428,0.8695883045111434,12.648562789317428,180.25694380024052,40
20,0.8193462730315993,0.6824079682438388,0.9188102893890675,0.8569911504424779,0.6597018805995782,0.8652459316074527,12.216032880729257,174.31143778703006,42
21,0.8290307664851359,0.6938663072105739,0.9212218649517685,0.8612389380530974,0.669809745532264,0.8692485276983205,11.74762476704909,167.72051308299507,44
22,0.8379689468873879,0.7024921718250599,0.9239108612728367,0.8658407079646018,0.6786968357186306,0.8732188290874717,11.312615440913738,158.61670946526894,46
23,0.8420750206858508,0.7101952852484196,0.9272690843518333,0.8715044247787611,0.6882172432381322,0.877850933834877,10.843605165545203,155.91368630238588,48
24,0.8462730315993272,0.7274470144773916,0.9326134773045391,0.8807079646017699,0.7066765383441032,0.8859065136397977,10.489278540049034,152.51384477691488,50
25,0.8484592421136883,0.7317944232027647,0.9323187825390469,0.8803539823008849,0.7085374400500113,0.8860574359855613,10.173946370158868,142.14077813563364,52
26,0.8475642072587056,0.7265289953436554,0.9282700421940928,0.8736283185840708,0.6989047090613851,0.8808543414686055,9.836092385028065,134.0068554003645,54
