,auc_p,auc_l,f1_binary,f1_micro,f1_macro,f1_weighted,std_auc_p,std_auc_l,std_f1_binary,std_f1_micro,std_f1_macro,std_f1_weighted,dataset,embedding_dim,method
0,0.8828147075380244,0.782618025704201,0.8987058356439295,0.8439764909563079,0.7796490886896124,0.8447810227585766,0.0007538536645082722,0.0016293034546514583,0.000808816458015601,0.0011510542125976275,0.001370621761963958,0.0011770439452207645,Slashdot,64,neural
