,loss,auc,f1_binary,f1_micro,f1_macro,dt,damping,iterations
0,0.14433798916660537,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
1,0.12841487119886974,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
2,0.1254814504859759,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
3,0.11939785482544758,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
4,0.11666237220063647,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
5,0.11340549983263525,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
6,0.11058162781191799,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
7,0.10916771490623907,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
8,0.10905119417393104,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
9,0.10857551658824494,0.55282263479487,0.947606483226536,0.9015929203539823,0.5697334741714075,0.001,0.01,200.0
10,0.1073688121454425,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
11,0.10617450396824897,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
12,0.10530303359069276,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
13,0.10454039318252051,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
14,0.10365456588402755,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
15,0.10263291277702069,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
16,0.10163598166353478,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
17,0.10083418270326239,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
18,0.10023429009238619,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
19,0.09967029323789323,0.5178250688242798,0.944642522049165,0.8955752212389381,0.5128197033921837,0.001,0.01,200.0
20,0.09902251832574406,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
21,0.09833870297593322,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
22,0.09771793141823615,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
23,0.09719173546072003,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
24,0.09672642850144404,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
25,0.09627513316633257,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
26,0.09580876013172235,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
27,0.09531957291769179,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
28,0.09481253224052814,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
29,0.09429548808204687,0.567657624387296,0.9480249480249481,0.9026548672566371,0.591004117466513,0.001,0.01,200.0
30,0.09377435921466502,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
31,0.09325474357339791,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
32,0.09274658910714723,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
33,0.09226583013004316,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
34,0.09182899180165177,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
35,0.09144361260581466,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
36,0.09110314225725322,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
37,0.09079325656489008,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
38,0.09050147109262352,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
39,0.09021997742223334,0.6060173683385931,0.9511870845204179,0.9090265486725664,0.6418273084939752,0.001,0.01,200.0
40,0.08994350717961343,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
41,0.0896664090720033,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
42,0.08938088903439839,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
43,0.08907626361329866,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
44,0.08873877187801163,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
45,0.0883531704168054,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
46,0.08791084074161887,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
47,0.08743013634674404,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
48,0.08697674290252251,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
49,0.08663340040680362,0.6125556749255802,0.9496951219512195,0.9065486725663717,0.6464893520203858,0.001,0.01,200.0
50,0.08640590036692009,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
51,0.08620190801536806,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
52,0.08594750643058183,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
53,0.08565213942958912,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
54,0.08537192312289192,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
55,0.08515633120259376,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
56,0.08501541429984094,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
57,0.08491538275118947,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
58,0.0848034155338048,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
59,0.08464387002697119,0.6273906645180063,0.9501242117332314,0.9076106194690265,0.662112465578846,0.001,0.01,200.0
60,0.08443664626450433,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
61,0.0842065143277599,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
62,0.0839791997598586,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
63,0.08376624217644996,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
64,0.08356544181297915,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
65,0.08336866368421579,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
66,0.08316804150778434,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
67,0.08295887330737245,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
68,0.08274164868591612,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
69,0.08252436402379075,0.6349116755075092,0.9496265083317372,0.9069026548672566,0.6682864476390621,0.001,0.01,200.0
70,0.08232272715344713,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
71,0.08215388778724597,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
72,0.08202399909337008,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
73,0.08192061090809238,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
74,0.08182128598887825,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
75,0.08171183540878946,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
76,0.08159564900603503,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
77,0.08148643630983947,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
78,0.08139346377168247,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
79,0.08131356932135739,0.6293560733230377,0.9521266450505436,0.9111504424778761,0.6677095141714634,0.001,0.01,200.0
80,0.08123552326838349,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
81,0.08115003837365758,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
82,0.08105606562648629,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
83,0.08095990731723074,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
84,0.08086921533436388,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
85,0.0807865545042859,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
86,0.0807075858085038,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
87,0.08062552562956753,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
88,0.08053754799821675,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
89,0.08044672053026598,0.6406323440542536,0.9521988527724665,0.911504424778761,0.6784803787671856,0.001,0.01,200.0
90,0.08035802866152197,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
91,0.08027327156569773,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
92,0.08018991718380421,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
93,0.0801040577658691,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
94,0.0800139538210543,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
95,0.07992120179666948,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
96,0.07982892242403164,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
97,0.07973858062260891,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
98,0.07964847996748993,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
99,0.0795558036274987,0.6600297399225588,0.9507502885725279,0.9093805309734513,0.6921893035782993,0.001,0.01,200.0
100,0.08009834280704181,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
101,0.07922149732077154,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
102,0.07845364339043659,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
103,0.07771186354670574,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
104,0.07715953535853674,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
105,0.0766420039820338,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
106,0.07613707666033347,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
107,0.07565651168791691,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
108,0.07520145519442499,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
109,0.07475585844964353,0.6521261386781262,0.9492112350904194,0.9065486725663717,0.6825702193151212,0.0005,0.01,400.0
110,0.07431714904477135,0.6705093556256855,0.9516470814871894,0.9111504424778761,0.7024030614407624,0.0005,0.01,400.0
111,0.07390629617937575,0.6705093556256855,0.9516470814871894,0.9111504424778761,0.7024030614407624,0.0005,0.01,400.0
112,0.07353707318982843,0.6705093556256855,0.9516470814871894,0.9111504424778761,0.7024030614407624,0.0005,0.01,400.0
113,0.07320611061242821,0.6705093556256855,0.9516470814871894,0.9111504424778761,0.7024030614407624,0.0005,0.01,400.0
114,0.0728990304334928,0.6705093556256855,0.9516470814871894,0.9111504424778761,0.7024030614407624,0.0005,0.01,400.0
